pseudo_F,R2,p_value,permutations,bc_within_A,bc_within_B,bc_between,PC1_pct,PC2_pct,taxa_A,taxa_B,taxa_shared
51.67370833610266,0.38369559266268627,0.001,999,0.5057761904761914,0.6503537414965986,0.9330878684807254,38.70877655538618,23.085686774897248,327,197,130
